,movies,year
738,airplane2thesequel_dialog.txt,1982
739,ghostandthedarknessthe_dialog.txt,1996
740,disturbia_dialog.txt,2007
741,faultinourstarsthe_dialog.txt,2014
742,laconfidential_dialog.txt,1997
743,aptpupil_dialog.txt,1998
744,usualsuspectsthe_dialog.txt,1995
745,houseof1000corpses_dialog.txt,2003
746,bottlerocket_dialog.txt,1996
747,magnolia_dialog.txt,1999
748,spiderman_dialog.txt,2002
749,musicoftheheart_dialog.txt,1999
750,perksofbeingawallflowerthe_dialog.txt,2012
751,12_dialog.txt,2010
752,creation_dialog.txt,2009
753,inception_dialog.txt,2010
754,woodsmanthe_dialog.txt,2004
755,augustosagecounty_dialog.txt,2013
756,revolutionaryroad_dialog.txt,2008
757,hostage_dialog.txt,2005
758,fruitvalestation_dialog.txt,2013
759,super8_dialog.txt,2000
760,bulldurham_dialog.txt,1988
761,pariah_dialog.txt,2011
762,go_dialog.txt,1999
763,predator_dialog.txt,2018
764,oceanseleven_dialog.txt,2001
765,manonthemoon_dialog.txt,1999
766,shippingnewsthe_dialog.txt,2001
767,darkman_dialog.txt,1990
768,lastsamuraithe_dialog.txt,2003
769,mimic_dialog.txt,1997
770,margotatthewedding_dialog.txt,2007
771,starwarsattackoftheclones_dialog.txt,2002
772,saw_dialog.txt,2004
773,stepmom_dialog.txt,1998
774,tallinthesaddle_dialog.txt,1944
775,cruelintentions_dialog.txt,1999
776,sleepyhollow_dialog.txt,1999
777,hotelrwanda_dialog.txt,2004
778,producerthe_dialog.txt,1967
779,limitless_dialog.txt,2011
780,americanhustle_dialog.txt,2013
781,nextfriday_dialog.txt,2000
782,kidsareallrightthe_dialog.txt,2010
783,priest_dialog.txt,2011
784,adjustmentbureauthe_dialog.txt,2011
785,zerophilia_dialog.txt,2005
786,solaris_dialog.txt,1972
787,fearandloathinginlasvegas_dialog.txt,1998
788,pineappleexpress_dialog.txt,2008
789,hollowman_dialog.txt,2016
790,intolerablecruelty_dialog.txt,2003
791,dragonslayer_dialog.txt,1981
792,midnightinparis_dialog.txt,2011
793,8mm_dialog.txt,1999
794,wildwildwest_dialog.txt,1999
795,romeojuliet_dialog.txt,1996
796,sunsetblvd_dialog.txt,1950
797,bodyheat_dialog.txt,1981
798,dawnofthedead_dialog.txt,2004
799,surferkingthe_dialog.txt,2006
800,queenthe_dialog.txt,2021
801,diehard2_dialog.txt,1990
802,absolutepower_dialog.txt,1997
803,shawshankredemptionthe_dialog.txt,1994
804,heathers_dialog.txt,1988
805,soimarriedanaxemurderer_dialog.txt,1993
806,ghostworld_dialog.txt,2001
807,bluevalentine_dialog.txt,2010
808,machete_dialog.txt,2010
809,whitechristmas_dialog.txt,1954
810,jennifersbody_dialog.txt,2009
811,colombiana_dialog.txt,2011
812,nottinghill_dialog.txt,1970
813,verdictthe_dialog.txt,1982
814,irobot_dialog.txt,2021
815,willow_dialog.txt,1988
816,fantasticfour_dialog.txt,2015
817,maxpayne_dialog.txt,2008
818,honeydripper_dialog.txt,2007
819,bestexoticmarigoldhotelthe_dialog.txt,2011
820,sugarandspice_dialog.txt,1996
821,tristanandisolde_dialog.txt,1981
822,threekingsspoilsofwar_dialog.txt,2011
823,batman2_dialog.txt,2022
824,amadeus_dialog.txt,1984
825,hellraiser_dialog.txt,1987
826,manhattanmurdermystery_dialog.txt,1993
827,hudsonhawk_dialog.txt,1991
828,hitchhikersguidetothegalaxythe_dialog.txt,2005
829,perfectcreature_dialog.txt,2006
830,charliesangels_dialog.txt,2019
831,blackrain_dialog.txt,1989
832,pitchblack_dialog.txt,2000
833,superbad_dialog.txt,2007
834,swordfish_dialog.txt,2001
835,threemenandababy_dialog.txt,1987
836,ghostship_dialog.txt,2014
837,iamsam_dialog.txt,2001
838,xmen_dialog.txt,2000
839,abyssthe_dialog.txt,2021
840,evencowgirlsgettheblues_dialog.txt,1993
841,laststationthe_dialog.txt,2009
842,devilsadvocate_dialog.txt,1997
843,gonein60seconds_dialog.txt,2000
844,lordoftheringsfellowshipoftheringthe_dialog.txt,2001
845,eternalsunshineofthespotlessmind_dialog.txt,2004
846,goodwillhunting_dialog.txt,1997
847,relicthe_dialog.txt,2020
848,shampoo_dialog.txt,1975
849,malcolmx_dialog.txt,1992
850,whiteout_dialog.txt,2009
851,observeandreport_dialog.txt,2009
852,frances_dialog.txt,1982
853,beingjohnmalkovich_dialog.txt,1999
854,wizardofozthe_dialog.txt,1939
855,jaws_dialog.txt,1975
856,se7en_dialog.txt,1995
857,hellboy_dialog.txt,2019
858,cellthe_dialog.txt,1989
859,hannahandhersisters_dialog.txt,1986
860,masterandcommander_dialog.txt,2003
861,tremors_dialog.txt,1990
862,bloodandwine_dialog.txt,1996
863,wallstreetmoneyneversleeps_dialog.txt,2010
864,americangangster_dialog.txt,2007
865,12monkeys_dialog.txt,1995
866,menwhostareatgoatsthe_dialog.txt,2009
867,forrestgump_dialog.txt,1994
868,doorsthe_dialog.txt,1991
869,fieldofdreams_dialog.txt,1989
870,liarliar_dialog.txt,1997
871,programthe_dialog.txt,2015
872,kramervskramer_dialog.txt,1979
873,leavinglasvegas_dialog.txt,1995
874,autumninnewyork_dialog.txt,2000
875,schindlerslist_dialog.txt,1993
876,perfectworlda_dialog.txt,1993
877,bigwhitethe_dialog.txt,2005
878,virtuosity_dialog.txt,1995
879,snowfallingoncedars_dialog.txt,1999
880,timberfalls_dialog.txt,2007
881,strangersonatrain_dialog.txt,1951
882,mygirl_dialog.txt,1991
883,sixdegreesofseparation_dialog.txt,1993
884,fracture_dialog.txt,2007
885,crowsalvationthe_dialog.txt,2000
886,rockyhorrorpictureshowthe_dialog.txt,1975
887,coldmountain_dialog.txt,2003
888,henryscrime_dialog.txt,2010
889,abovethelaw_dialog.txt,1988
890,spartan_dialog.txt,2004
891,winwin_dialog.txt,2016
892,jaws2_dialog.txt,1978
893,myweekwithmarilyn_dialog.txt,2011
894,whatliesbeneath_dialog.txt,2000
895,believerthe_dialog.txt,2018
896,americansplendor_dialog.txt,2003
897,edtv_dialog.txt,1999
898,traffic_dialog.txt,2000
899,kingkong_dialog.txt,1933
900,queenofthedamned_dialog.txt,2002
901,kingdomthe_dialog.txt,2007
902,chroniclesofnarniathelionthewitchandthewardrobe_dialog.txt,2005
903,crazystupidlove_dialog.txt,2011
904,chaos_dialog.txt,2018
905,bodyofevidence_dialog.txt,1992
906,hackers_dialog.txt,1995
907,howtotrainyourdragon_dialog.txt,2010
908,hudsuckerproxythe_dialog.txt,1994
909,losthighway_dialog.txt,1997
910,backupplanthe_dialog.txt,2010
911,istillknowwhatyoudidlastsummer_dialog.txt,1998
912,thingthe_dialog.txt,2021
913,nashville_dialog.txt,1975
914,kalifornia_dialog.txt,1993
915,42_dialog.txt,2013
916,shesoutofmyleague_dialog.txt,2010
917,erinbrockovich_dialog.txt,2000
918,patriotthe_dialog.txt,2000
919,amityvilleasylumthe_dialog.txt,2013
920,midnightexpress_dialog.txt,1978
921,bladerunner_dialog.txt,1982
922,biglebowskithe_dialog.txt,1998
923,carrie_dialog.txt,1976
924,boondocksaintsthe_dialog.txt,1999
925,legion_dialog.txt,2010
926,mysterymen_dialog.txt,1999
927,insidious_dialog.txt,2010
928,elizabeththegoldenage_dialog.txt,2007
929,tosleepwithanger_dialog.txt,1990
930,hardtokill_dialog.txt,1990
931,burnafterreading_dialog.txt,2008
932,verybadthings_dialog.txt,1998
933,airforceone_dialog.txt,1997
934,happybirthdaywandajune_dialog.txt,1971
935,game6_dialog.txt,1997
936,up_dialog.txt,2009
937,croupier_dialog.txt,1998
938,nostringsattached_dialog.txt,2011
939,warrior_dialog.txt,2011
940,beginners_dialog.txt,2010
941,lightsleeper_dialog.txt,1992
942,transformersthemovie_dialog.txt,1986
943,pacifierthe_dialog.txt,2005
944,cowboysaliens_dialog.txt,2011
945,lifeofdavidgalethe_dialog.txt,2003
946,tamaradrewe_dialog.txt,2010
947,enough_dialog.txt,2002
948,gangrelated_dialog.txt,1997
949,mirrors_dialog.txt,2008
950,deeprising_dialog.txt,1998
951,minorityreport_dialog.txt,2002
952,happyfeet_dialog.txt,2006
953,fromdusktilldawn_dialog.txt,1996
954,lordoftheringsthetwotowers_dialog.txt,2002
955,eightleggedfreaks_dialog.txt,2002
956,bluevelvet_dialog.txt,1986
957,ghostrider_dialog.txt,1987
958,hisgirlfriday_dialog.txt,1940
959,hangoverthe_dialog.txt,2009
960,lifeasahouse_dialog.txt,2001
